id_cliente,nome_cliente,data_cadastro,cep,cidade,uf,segmento_cliente,status_cliente
470,Cliente 00470,2025-03-28,,,,Novo,Ativo
471,Cliente 00471,2024-07-22,,,,Recorrente,Ativo
472,Cliente 00472,2024-08-05,,,,Novo,Ativo
473,Cliente 00473,2025-04-18,,,,Recorrente,Ativo
474,Cliente 00474,2025-03-07,,,,Novo,Ativo
475,Cliente 00475,2024-12-06,,,,Recorrente,Ativo
476,Cliente 00476,2025-07-04,,,,Recorrente,Ativo
477,Cliente 00477,2025-09-03,,,,Novo,Ativo
478,Cliente 00478,2024-10-15,,,,Novo,Ativo
479,Cliente 00479,2024-09-10,,,,Novo,Ativo
480,Cliente 00480,2024-12-22,,,,Novo,Ativo
481,Cliente 00481,2024-01-23,,,,Recorrente,Ativo
482,Cliente 00482,2025-06-05,,,,Recorrente,Ativo
483,Cliente 00483,2024-04-09,,,,Recorrente,Ativo
484,Cliente 00484,2024-06-28,,,,Recorrente,Ativo
485,Cliente 00485,2024-08-10,,,,Novo,Ativo
486,Cliente 00486,2025-10-20,,,,Novo,Ativo
487,Cliente 00487,2025-03-17,,,,Recorrente,Inativo
488,Cliente 00488,2025-08-30,,,,Novo,Ativo
489,Cliente 00489,2024-11-20,,,,Recorrente,Ativo
490,Cliente 00490,2025-05-30,,,,Novo,Ativo
491,Cliente 00491,2024-01-16,,,,Novo,Ativo
492,Cliente 00492,2024-12-01,,,,VIP,Ativo
493,Cliente 00493,2024-09-14,,,,Novo,Ativo
494,Cliente 00494,2025-05-11,,,,VIP,Ativo
495,Cliente 00495,2024-06-08,,,,VIP,Ativo
496,Cliente 00496,2025-04-19,,,,Recorrente,Ativo
497,Cliente 00497,2025-10-25,,,,Recorrente,Ativo
498,Cliente 00498,2025-11-20,,,,Recorrente,Ativo
499,Cliente 00499,2025-11-05,,,,Recorrente,Ativo
500,Cliente 00500,2025-01-14,,,,Novo,Ativo
501,Cliente 00501,2025-06-28,,,,Novo,Inativo
502,Cliente 00502,2025-11-21,,,,Recorrente,Ativo
503,Cliente 00503,2025-03-02,,,,Novo,Ativo
504,Cliente 00504,2025-09-04,,,,Novo,Ativo
505,Cliente 00505,2024-09-24,,,,Novo,Ativo
506,Cliente 00506,2025-07-30,,,,Recorrente,Ativo
507,Cliente 00507,2025-02-20,,,,Recorrente,Inativo
508,Cliente 00508,2024-06-16,,,,Novo,Ativo
509,Cliente 00509,2024-02-12,,,,VIP,Ativo
510,Cliente 00510,2025-07-09,,,,Recorrente,Ativo
511,Cliente 00511,2024-10-11,,,,Recorrente,Ativo
512,Cliente 00512,2025-01-31,,,,Recorrente,Ativo
513,Cliente 00513,2024-01-12,,,,Recorrente,Ativo
514,Cliente 00514,2025-08-29,,,,Novo,Inativo
515,Cliente 00515,2024-10-28,,,,Recorrente,Ativo
516,Cliente 00516,2024-09-09,,,,Novo,Ativo
517,Cliente 00517,2025-05-13,,,,Recorrente,Ativo
518,Cliente 00518,2024-02-04,,,,VIP,Ativo
519,Cliente 00519,2025-12-27,,,,Novo,Inativo
520,Cliente 00520,2024-03-30,,,,Novo,Ativo
521,Cliente 00521,2025-08-27,,,,Recorrente,Ativo
522,Cliente 00522,2025-08-24,,,,Novo,Ativo
523,Cliente 00523,2025-02-21,,,,Recorrente,Ativo
524,Cliente 00524,2024-04-24,,,,Novo,Ativo
525,Cliente 00525,2025-09-08,,,,Novo,Ativo
526,Cliente 00526,2024-07-14,,,,VIP,Ativo
527,Cliente 00527,2025-05-15,,,,Recorrente,Ativo
528,Cliente 00528,2025-09-17,,,,Recorrente,Ativo
529,Cliente 00529,2025-05-07,,,,Novo,Ativo
530,Cliente 00530,2024-03-15,,,,Recorrente,Ativo
531,Cliente 00531,2025-02-16,,,,Recorrente,Ativo
532,Cliente 00532,2025-01-10,,,,Recorrente,Ativo
533,Cliente 00533,2025-02-23,,,,Recorrente,Ativo
534,Cliente 00534,2025-12-29,,,,Recorrente,Ativo
535,Cliente 00535,2024-10-03,,,,Novo,Ativo
536,Cliente 00536,2025-11-06,,,,Novo,Ativo
537,Cliente 00537,2025-01-28,,,,Recorrente,Ativo
538,Cliente 00538,2025-04-01,,,,Novo,Ativo
539,Cliente 00539,2024-07-10,,,,Recorrente,Ativo
540,Cliente 00540,2025-11-19,,,,Novo,Ativo
541,Cliente 00541,2024-04-08,,,,Recorrente,Ativo
542,Cliente 00542,2025-07-01,,,,Recorrente,Ativo
543,Cliente 00543,2024-04-05,,,,Novo,Ativo
544,Cliente 00544,2025-10-25,,,,Novo,Ativo
545,Cliente 00545,2025-10-24,,,,Novo,Ativo
546,Cliente 00546,2024-07-08,,,,Recorrente,Inativo
547,Cliente 00547,2024-02-06,,,,Recorrente,Ativo
548,Cliente 00548,2025-01-03,,,,Novo,Ativo
549,Cliente 00549,2025-11-25,,,,Recorrente,Ativo
550,Cliente 00550,2025-06-08,,,,Novo,Ativo
551,Cliente 00551,2024-10-05,,,,Novo,Ativo
552,Cliente 00552,2024-08-04,,,,VIP,Ativo
553,Cliente 00553,2024-09-29,,,,Novo,Ativo
554,Cliente 00554,2024-03-02,,,,Novo,Ativo
555,Cliente 00555,2025-08-18,,,,Novo,Ativo
556,Cliente 00556,2025-12-29,,,,Novo,Ativo
557,Cliente 00557,2024-12-07,,,,Novo,Inativo
558,Cliente 00558,2025-01-31,,,,Novo,Ativo
559,Cliente 00559,2025-11-29,,,,Recorrente,Ativo
560,Cliente 00560,2024-01-19,,,,Novo,Ativo
561,Cliente 00561,2024-06-25,,,,Novo,Ativo
562,Cliente 00562,2025-09-03,,,,Novo,Ativo
563,Cliente 00563,2025-01-30,,,,Novo,Ativo
564,Cliente 00564,2025-03-20,,,,Recorrente,Ativo
565,Cliente 00565,2024-08-20,,,,VIP,Ativo
566,Cliente 00566,2024-03-16,,,,Novo,Ativo
567,Cliente 00567,2024-09-21,,,,Recorrente,Ativo
568,Cliente 00568,2025-03-30,,,,Recorrente,Ativo
569,Cliente 00569,2025-12-18,,,,Recorrente,Inativo
570,Cliente 00570,2025-01-18,,,,Novo,Ativo
571,Cliente 00571,2025-07-17,,,,Novo,Ativo
572,Cliente 00572,2025-05-20,,,,Novo,Ativo
573,Cliente 00573,2025-01-01,,,,Recorrente,Ativo
574,Cliente 00574,2024-05-23,,,,Novo,Ativo
575,Cliente 00575,2024-03-09,,,,VIP,Ativo
576,Cliente 00576,2024-04-08,,,,Novo,Inativo
577,Cliente 00577,2025-01-30,,,,Novo,Inativo
578,Cliente 00578,2024-01-25,,,,Recorrente,Ativo
579,Cliente 00579,2025-04-13,,,,Novo,Ativo
580,Cliente 00580,2025-04-28,,,,Novo,Ativo
581,Cliente 00581,2025-07-18,,,,Recorrente,Ativo
582,Cliente 00582,2024-05-30,,,,VIP,Ativo
583,Cliente 00583,2024-05-23,,,,Recorrente,Ativo
584,Cliente 00584,2025-07-22,,,,Recorrente,Inativo
585,Cliente 00585,2024-02-08,,,,Recorrente,Ativo
586,Cliente 00586,2024-04-18,,,,VIP,Ativo
587,Cliente 00587,2025-11-23,,,,Novo,Ativo
588,Cliente 00588,2024-02-11,,,,Novo,Inativo
589,Cliente 00589,2024-07-04,,,,Novo,Ativo
590,Cliente 00590,2025-02-01,,,,Novo,Ativo
591,Cliente 00591,2024-08-10,,,,Recorrente,Ativo
592,Cliente 00592,2025-09-25,,,,Recorrente,Ativo
593,Cliente 00593,2024-05-12,,,,Recorrente,Ativo
594,Cliente 00594,2024-06-11,,,,Novo,Ativo
595,Cliente 00595,2024-08-02,,,,Recorrente,Ativo
596,Cliente 00596,2024-08-22,,,,Novo,Ativo
597,Cliente 00597,2025-10-19,,,,Recorrente,Ativo
598,Cliente 00598,2025-08-10,,,,Recorrente,Ativo
599,Cliente 00599,2024-01-09,,,,Novo,Ativo
600,Cliente 00600,2024-03-14,,,,Novo,Ativo
601,Cliente 00601,2025-05-06,,,,Novo,Inativo
602,Cliente 00602,2024-09-09,,,,Recorrente,Ativo
603,Cliente 00603,2024-08-17,,,,VIP,Ativo
604,Cliente 00604,2025-06-02,,,,Recorrente,Ativo
605,Cliente 00605,2024-06-22,,,,Novo,Ativo
606,Cliente 00606,2025-10-14,,,,Novo,Ativo
607,Cliente 00607,2024-06-16,,,,Recorrente,Ativo
608,Cliente 00608,2024-06-18,,,,Recorrente,Ativo
609,Cliente 00609,2025-01-27,,,,Novo,Ativo
610,Cliente 00610,2025-09-25,,,,Novo,Ativo
611,Cliente 00611,2024-07-12,,,,Recorrente,Ativo
612,Cliente 00612,2025-05-31,,,,Novo,Ativo
613,Cliente 00613,2024-01-29,,,,Novo,Ativo
614,Cliente 00614,2024-06-13,,,,Novo,Ativo
615,Cliente 00615,2025-02-25,,,,Novo,Inativo
616,Cliente 00616,2024-12-04,,,,Recorrente,Ativo
617,Cliente 00617,2025-10-09,,,,VIP,Ativo
618,Cliente 00618,2025-05-10,,,,Recorrente,Ativo
619,Cliente 00619,2024-12-30,,,,Novo,Ativo
620,Cliente 00620,2024-12-07,,,,Novo,Ativo
621,Cliente 00621,2025-05-14,,,,Novo,Ativo
622,Cliente 00622,2025-10-18,,,,Novo,Ativo
623,Cliente 00623,2025-05-25,,,,Recorrente,Inativo
624,Cliente 00624,2024-11-22,,,,Novo,Ativo
625,Cliente 00625,2024-08-04,,,,Novo,Ativo
626,Cliente 00626,2024-10-27,,,,Novo,Ativo
627,Cliente 00627,2024-05-11,,,,Novo,Ativo
628,Cliente 00628,2024-03-10,,,,Novo,Ativo
629,Cliente 00629,2024-09-08,,,,Novo,Ativo
630,Cliente 00630,2025-02-18,,,,VIP,Ativo
631,Cliente 00631,2025-03-20,,,,Novo,Ativo
632,Cliente 00632,2024-06-30,,,,Novo,Ativo
633,Cliente 00633,2024-06-15,,,,Recorrente,Ativo
634,Cliente 00634,2024-03-31,,,,VIP,Ativo
635,Cliente 00635,2025-12-14,,,,Recorrente,Ativo
636,Cliente 00636,2025-06-14,,,,Recorrente,Ativo
637,Cliente 00637,2024-02-08,,,,Novo,Ativo
638,Cliente 00638,2024-05-05,,,,Novo,Ativo
639,Cliente 00639,2025-03-26,,,,Novo,Ativo
640,Cliente 00640,2024-06-21,,,,Recorrente,Ativo
641,Cliente 00641,2025-10-14,,,,Recorrente,Ativo
642,Cliente 00642,2024-08-07,,,,Novo,Ativo
643,Cliente 00643,2025-09-29,,,,Novo,Ativo
644,Cliente 00644,2024-02-27,,,,Recorrente,Ativo
645,Cliente 00645,2025-10-21,,,,Novo,Ativo
646,Cliente 00646,2025-04-20,,,,Recorrente,Ativo
647,Cliente 00647,2025-03-31,,,,Recorrente,Inativo
648,Cliente 00648,2024-12-26,,,,Recorrente,Ativo
649,Cliente 00649,2024-01-01,,,,Recorrente,Ativo
650,Cliente 00650,2025-01-21,,,,Recorrente,Ativo
651,Cliente 00651,2024-12-13,,,,Novo,Inativo
652,Cliente 00652,2024-07-08,,,,Recorrente,Ativo
653,Cliente 00653,2025-05-19,,,,Recorrente,Ativo
654,Cliente 00654,2024-07-09,,,,Novo,Ativo
655,Cliente 00655,2025-05-22,,,,Novo,Ativo
656,Cliente 00656,2025-01-03,,,,Novo,Inativo
657,Cliente 00657,2025-02-12,,,,Novo,Ativo
658,Cliente 00658,2024-04-26,,,,Recorrente,Ativo
659,Cliente 00659,2024-05-13,,,,Recorrente,Inativo
660,Cliente 00660,2024-02-27,,,,Novo,Ativo
661,Cliente 00661,2025-07-09,,,,Novo,Ativo
662,Cliente 00662,2025-11-15,,,,VIP,Ativo
663,Cliente 00663,2025-11-02,,,,Novo,Inativo
664,Cliente 00664,2024-06-21,,,,Novo,Ativo
665,Cliente 00665,2024-05-28,,,,Recorrente,Ativo
666,Cliente 00666,2024-03-20,,,,Novo,Ativo
667,Cliente 00667,2024-07-31,,,,Novo,Ativo
668,Cliente 00668,2024-07-21,,,,Novo,Ativo
669,Cliente 00669,2024-08-16,,,,Novo,Ativo
670,Cliente 00670,2025-11-06,,,,Recorrente,Inativo
671,Cliente 00671,2024-08-14,,,,Novo,Ativo
672,Cliente 00672,2025-10-20,,,,Novo,Ativo
673,Cliente 00673,2025-06-15,,,,Recorrente,Ativo
674,Cliente 00674,2025-03-16,,,,Recorrente,Ativo
675,Cliente 00675,2025-02-05,,,,Novo,Ativo
676,Cliente 00676,2024-02-16,,,,Novo,Ativo
677,Cliente 00677,2024-08-20,,,,Recorrente,Ativo
678,Cliente 00678,2024-10-31,,,,Novo,Ativo
679,Cliente 00679,2025-06-09,,,,Novo,Ativo
680,Cliente 00680,2024-05-22,,,,Recorrente,Ativo
681,Cliente 00681,2025-02-18,,,,Recorrente,Ativo
682,Cliente 00682,2025-05-27,,,,Recorrente,Ativo
683,Cliente 00683,2025-01-07,,,,Recorrente,Ativo
684,Cliente 00684,2025-07-19,,,,Recorrente,Inativo
685,Cliente 00685,2024-09-15,,,,Novo,Ativo
686,Cliente 00686,2025-10-17,,,,Recorrente,Ativo
687,Cliente 00687,2025-04-15,,,,Novo,Ativo
688,Cliente 00688,2024-01-12,,,,Novo,Ativo
689,Cliente 00689,2024-11-25,,,,Recorrente,Ativo
690,Cliente 00690,2024-12-23,,,,Recorrente,Ativo
691,Cliente 00691,2025-02-11,,,,Novo,Inativo
692,Cliente 00692,2025-10-29,,,,VIP,Ativo
693,Cliente 00693,2025-01-07,,,,Novo,Ativo
694,Cliente 00694,2024-01-08,,,,Novo,Ativo
695,Cliente 00695,2024-05-01,,,,Novo,Ativo
696,Cliente 00696,2024-12-13,,,,Recorrente,Ativo
697,Cliente 00697,2025-11-06,,,,Recorrente,Ativo
698,Cliente 00698,2024-03-30,,,,Novo,Ativo
699,Cliente 00699,2025-10-09,,,,Recorrente,Ativo
700,Cliente 00700,2025-11-28,,,,Novo,Ativo
701,Cliente 00701,2024-11-11,,,,Recorrente,Ativo
702,Cliente 00702,2024-06-26,,,,Novo,Ativo
703,Cliente 00703,2025-06-23,,,,Novo,Ativo
704,Cliente 00704,2024-02-10,,,,VIP,Ativo
705,Cliente 00705,2025-12-04,,,,Novo,Ativo
706,Cliente 00706,2025-05-16,,,,Novo,Ativo
707,Cliente 00707,2024-05-24,,,,Recorrente,Ativo
708,Cliente 00708,2024-07-19,,,,VIP,Ativo
709,Cliente 00709,2025-12-24,,,,Novo,Ativo
710,Cliente 00710,2025-04-05,,,,Novo,Ativo
711,Cliente 00711,2025-07-11,,,,Novo,Ativo
712,Cliente 00712,2025-06-30,,,,Novo,Ativo
713,Cliente 00713,2024-09-09,,,,Novo,Ativo
714,Cliente 00714,2025-01-24,,,,Recorrente,Ativo
715,Cliente 00715,2025-08-16,,,,VIP,Ativo
716,Cliente 00716,2024-09-12,,,,Novo,Ativo
717,Cliente 00717,2025-12-09,,,,Novo,Ativo
718,Cliente 00718,2025-03-25,,,,Novo,Ativo
719,Cliente 00719,2024-01-10,,,,Novo,Ativo
720,Cliente 00720,2024-08-29,,,,Recorrente,Ativo
721,Cliente 00721,2024-09-07,,,,Novo,Ativo
722,Cliente 00722,2024-01-05,,,,Novo,Ativo
723,Cliente 00723,2024-04-28,,,,Recorrente,Ativo
724,Cliente 00724,2025-01-08,,,,Novo,Ativo
725,Cliente 00725,2024-03-05,,,,Recorrente,Ativo
726,Cliente 00726,2024-05-25,,,,Novo,Ativo
727,Cliente 00727,2024-08-11,,,,Recorrente,Ativo
728,Cliente 00728,2024-08-26,,,,VIP,Ativo
729,Cliente 00729,2024-06-25,,,,Recorrente,Ativo
730,Cliente 00730,2024-10-08,,,,VIP,Ativo
731,Cliente 00731,2024-03-03,,,,Novo,Ativo
732,Cliente 00732,2024-08-04,,,,Novo,Ativo
733,Cliente 00733,2025-11-19,,,,Recorrente,Ativo
734,Cliente 00734,2025-04-05,,,,Recorrente,Ativo
735,Cliente 00735,2025-09-01,,,,Novo,Ativo
736,Cliente 00736,2024-04-14,,,,Novo,Ativo
737,Cliente 00737,2024-04-08,,,,Novo,Ativo
738,Cliente 00738,2025-05-25,,,,Novo,Ativo
739,Cliente 00739,2025-01-19,,,,Novo,Ativo
740,Cliente 00740,2025-02-08,,,,Recorrente,Inativo
741,Cliente 00741,2025-06-01,,,,Novo,Ativo
742,Cliente 00742,2025-04-20,,,,Novo,Ativo
743,Cliente 00743,2025-12-09,,,,Recorrente,Ativo
744,Cliente 00744,2025-10-06,,,,Recorrente,Ativo
745,Cliente 00745,2025-03-12,,,,Recorrente,Ativo
746,Cliente 00746,2024-01-23,,,,Recorrente,Ativo
747,Cliente 00747,2025-07-18,,,,Novo,Ativo
748,Cliente 00748,2025-11-07,,,,Recorrente,Ativo
749,Cliente 00749,2025-12-14,,,,Novo,Ativo
750,Cliente 00750,2025-04-02,,,,Novo,Ativo
751,Cliente 00751,2024-03-23,,,,Recorrente,Ativo
752,Cliente 00752,2024-05-24,,,,VIP,Ativo
753,Cliente 00753,2024-03-25,,,,Novo,Inativo
754,Cliente 00754,2024-03-18,,,,Novo,Ativo
755,Cliente 00755,2025-04-01,,,,Novo,Ativo
756,Cliente 00756,2024-01-01,,,,Novo,Ativo
757,Cliente 00757,2024-02-20,,,,Novo,Inativo
758,Cliente 00758,2025-11-15,,,,Recorrente,Ativo
759,Cliente 00759,2025-12-17,,,,Novo,Ativo
760,Cliente 00760,2025-03-21,,,,VIP,Ativo
761,Cliente 00761,2025-03-24,,,,Recorrente,Ativo
762,Cliente 00762,2025-05-02,,,,Recorrente,Ativo
763,Cliente 00763,2024-02-03,,,,Recorrente,Ativo
764,Cliente 00764,2024-12-13,,,,Novo,Ativo
765,Cliente 00765,2024-04-04,,,,Novo,Ativo
766,Cliente 00766,2024-03-12,,,,Recorrente,Ativo
767,Cliente 00767,2025-07-04,,,,Recorrente,Ativo
768,Cliente 00768,2024-06-02,,,,Recorrente,Ativo
769,Cliente 00769,2024-09-06,,,,Novo,Ativo
770,Cliente 00770,2025-11-04,,,,VIP,Ativo
771,Cliente 00771,2025-03-13,,,,Novo,Ativo
772,Cliente 00772,2024-04-27,,,,Recorrente,Ativo
773,Cliente 00773,2024-11-01,,,,VIP,Ativo
774,Cliente 00774,2024-09-24,,,,Novo,Ativo
775,Cliente 00775,2024-02-23,,,,Recorrente,Ativo
776,Cliente 00776,2024-08-23,,,,Novo,Ativo
777,Cliente 00777,2025-01-23,,,,Novo,Ativo
778,Cliente 00778,2025-02-04,,,,Novo,Ativo
779,Cliente 00779,2025-09-15,,,,Recorrente,Ativo
780,Cliente 00780,2024-10-29,,,,VIP,Ativo
781,Cliente 00781,2024-07-25,,,,Recorrente,Ativo
782,Cliente 00782,2024-08-16,,,,Novo,Ativo
783,Cliente 00783,2025-07-31,,,,Recorrente,Ativo
784,Cliente 00784,2024-03-15,,,,VIP,Inativo
785,Cliente 00785,2025-03-10,,,,Novo,Ativo
786,Cliente 00786,2024-04-12,,,,VIP,Ativo
787,Cliente 00787,2025-02-25,,,,Novo,Ativo
788,Cliente 00788,2025-12-04,,,,Recorrente,Ativo
789,Cliente 00789,2024-11-01,,,,Novo,Ativo
790,Cliente 00790,2024-04-07,,,,Novo,Ativo
791,Cliente 00791,2024-11-30,,,,Novo,Ativo
792,Cliente 00792,2025-03-10,,,,Recorrente,Ativo
793,Cliente 00793,2025-03-22,,,,Novo,Ativo
794,Cliente 00794,2024-11-03,,,,Novo,Ativo
795,Cliente 00795,2024-09-05,,,,Recorrente,Ativo
796,Cliente 00796,2024-06-14,,,,VIP,Inativo
797,Cliente 00797,2025-04-25,,,,Novo,Ativo
798,Cliente 00798,2024-11-30,,,,Novo,Ativo
799,Cliente 00799,2025-06-25,,,,Novo,Ativo
800,Cliente 00800,2024-04-15,,,,Novo,Ativo
801,Cliente 00801,2025-07-16,,,,Recorrente,Ativo
802,Cliente 00802,2024-03-21,,,,Recorrente,Ativo
803,Cliente 00803,2024-05-12,,,,Recorrente,Ativo
804,Cliente 00804,2024-05-17,,,,Novo,Inativo
805,Cliente 00805,2024-07-02,,,,Recorrente,Ativo
806,Cliente 00806,2025-02-04,,,,Recorrente,Ativo
807,Cliente 00807,2024-11-25,,,,Recorrente,Ativo
808,Cliente 00808,2025-05-22,,,,Recorrente,Ativo
809,Cliente 00809,2024-03-09,,,,Recorrente,Ativo
810,Cliente 00810,2025-06-29,,,,Recorrente,Ativo
811,Cliente 00811,2024-02-22,,,,Novo,Ativo
812,Cliente 00812,2025-03-25,,,,VIP,Ativo
813,Cliente 00813,2024-07-23,,,,Novo,Ativo
814,Cliente 00814,2024-05-05,,,,Recorrente,Ativo
815,Cliente 00815,2024-02-12,,,,Novo,Ativo
816,Cliente 00816,2024-04-20,,,,Recorrente,Ativo
817,Cliente 00817,2025-10-24,,,,Recorrente,Ativo
818,Cliente 00818,2024-07-01,,,,Novo,Ativo
819,Cliente 00819,2024-04-04,,,,Novo,Ativo
820,Cliente 00820,2025-01-08,,,,Recorrente,Ativo
821,Cliente 00821,2025-06-03,,,,Recorrente,Ativo
822,Cliente 00822,2024-12-25,,,,Novo,Ativo
823,Cliente 00823,2025-11-26,,,,Novo,Ativo
824,Cliente 00824,2024-10-07,,,,Recorrente,Ativo
825,Cliente 00825,2024-07-13,,,,Novo,Ativo
826,Cliente 00826,2024-07-13,,,,Novo,Ativo
827,Cliente 00827,2025-10-28,,,,Novo,Ativo
828,Cliente 00828,2024-04-02,,,,Novo,Ativo
829,Cliente 00829,2025-11-02,,,,Novo,Ativo
830,Cliente 00830,2024-03-01,,,,Novo,Ativo
831,Cliente 00831,2025-09-25,,,,Novo,Ativo
832,Cliente 00832,2024-02-20,,,,Novo,Ativo
833,Cliente 00833,2025-02-06,,,,Novo,Ativo
834,Cliente 00834,2024-01-05,,,,Novo,Ativo
835,Cliente 00835,2025-04-10,,,,Novo,Ativo
836,Cliente 00836,2025-08-26,,,,Recorrente,Ativo
837,Cliente 00837,2025-11-12,,,,Novo,Ativo
838,Cliente 00838,2025-06-17,,,,Novo,Ativo
839,Cliente 00839,2025-02-08,,,,Novo,Ativo
840,Cliente 00840,2025-05-27,,,,Novo,Ativo
841,Cliente 00841,2025-10-06,,,,Recorrente,Ativo
842,Cliente 00842,2024-08-20,,,,Recorrente,Ativo
843,Cliente 00843,2025-06-07,,,,Recorrente,Ativo
844,Cliente 00844,2024-12-11,,,,Recorrente,Ativo
845,Cliente 00845,2024-02-15,,,,VIP,Ativo
846,Cliente 00846,2025-06-29,,,,Novo,Ativo
847,Cliente 00847,2024-03-18,,,,Novo,Ativo
848,Cliente 00848,2025-12-30,,,,Novo,Ativo
849,Cliente 00849,2024-03-13,,,,Novo,Inativo
850,Cliente 00850,2024-09-05,,,,Novo,Inativo
851,Cliente 00851,2024-02-16,,,,Recorrente,Ativo
852,Cliente 00852,2024-04-30,,,,Novo,Ativo
853,Cliente 00853,2024-08-01,,,,VIP,Ativo
854,Cliente 00854,2024-08-26,,,,Recorrente,Ativo
855,Cliente 00855,2024-02-25,,,,Novo,Ativo
856,Cliente 00856,2024-12-15,,,,Novo,Ativo
857,Cliente 00857,2024-04-16,,,,Novo,Ativo
858,Cliente 00858,2024-02-17,,,,Novo,Ativo
859,Cliente 00859,2025-07-26,,,,Novo,Ativo
860,Cliente 00860,2024-12-02,,,,Novo,Ativo
861,Cliente 00861,2024-01-26,,,,Novo,Ativo
862,Cliente 00862,2024-09-13,,,,Novo,Ativo
863,Cliente 00863,2024-01-08,,,,VIP,Ativo
864,Cliente 00864,2025-09-16,,,,Recorrente,Ativo
865,Cliente 00865,2024-09-09,,,,VIP,Ativo
866,Cliente 00866,2025-11-22,,,,Novo,Ativo
867,Cliente 00867,2025-12-19,,,,Novo,Ativo
868,Cliente 00868,2024-10-29,,,,Recorrente,Ativo
869,Cliente 00869,2025-09-30,,,,Novo,Ativo
870,Cliente 00870,2024-02-25,,,,Novo,Ativo
871,Cliente 00871,2025-12-26,,,,Recorrente,Ativo
872,Cliente 00872,2025-06-09,,,,Recorrente,Ativo
873,Cliente 00873,2025-04-18,,,,Novo,Ativo
874,Cliente 00874,2024-01-28,,,,Novo,Ativo
875,Cliente 00875,2024-03-18,,,,Novo,Ativo
876,Cliente 00876,2024-08-03,,,,Novo,Ativo
877,Cliente 00877,2025-01-20,,,,Novo,Ativo
878,Cliente 00878,2024-12-30,,,,Novo,Ativo
879,Cliente 00879,2025-10-27,,,,Novo,Inativo
880,Cliente 00880,2025-06-09,,,,VIP,Ativo
881,Cliente 00881,2025-11-29,,,,Recorrente,Ativo
882,Cliente 00882,2024-11-07,,,,Recorrente,Ativo
883,Cliente 00883,2024-01-07,,,,Novo,Inativo
884,Cliente 00884,2024-01-03,,,,Novo,Ativo
885,Cliente 00885,2025-09-14,,,,Novo,Ativo
886,Cliente 00886,2024-12-28,,,,Novo,Ativo
887,Cliente 00887,2025-05-22,,,,Novo,Ativo
888,Cliente 00888,2024-09-30,,,,Recorrente,Ativo
889,Cliente 00889,2025-05-20,,,,Recorrente,Ativo
890,Cliente 00890,2024-01-15,,,,Novo,Ativo
891,Cliente 00891,2024-07-10,,,,Novo,Ativo
892,Cliente 00892,2025-09-22,,,,VIP,Ativo
893,Cliente 00893,2025-04-29,,,,Novo,Ativo
894,Cliente 00894,2024-01-28,,,,Novo,Ativo
895,Cliente 00895,2025-12-14,,,,Novo,Ativo
896,Cliente 00896,2024-02-08,,,,Recorrente,Ativo
897,Cliente 00897,2024-09-29,,,,VIP,Ativo
898,Cliente 00898,2024-08-18,,,,Novo,Ativo
899,Cliente 00899,2024-03-26,,,,Recorrente,Ativo
900,Cliente 00900,2025-04-18,,,,Recorrente,Ativo
901,Cliente 00901,2024-05-05,,,,Novo,Ativo
902,Cliente 00902,2025-06-20,,,,Novo,Ativo
903,Cliente 00903,2024-05-24,,,,Novo,Ativo
904,Cliente 00904,2025-06-08,,,,VIP,Ativo
905,Cliente 00905,2024-07-30,,,,Novo,Inativo
906,Cliente 00906,2024-01-25,,,,Recorrente,Ativo
907,Cliente 00907,2025-08-02,,,,Novo,Ativo
908,Cliente 00908,2025-01-28,,,,Recorrente,Ativo
909,Cliente 00909,2024-03-07,,,,Novo,Ativo
910,Cliente 00910,2024-08-20,,,,Recorrente,Ativo
911,Cliente 00911,2024-04-18,,,,Recorrente,Ativo
912,Cliente 00912,2024-05-25,,,,Recorrente,Ativo
913,Cliente 00913,2024-04-20,,,,Recorrente,Ativo
914,Cliente 00914,2024-08-15,,,,Novo,Ativo
915,Cliente 00915,2024-04-20,,,,Recorrente,Ativo
916,Cliente 00916,2025-04-14,,,,Novo,Ativo
917,Cliente 00917,2024-02-03,,,,Novo,Ativo
918,Cliente 00918,2025-09-14,,,,Novo,Ativo
919,Cliente 00919,2025-01-03,,,,Novo,Ativo
920,Cliente 00920,2025-08-17,,,,Novo,Ativo
921,Cliente 00921,2025-07-07,,,,VIP,Ativo
922,Cliente 00922,2025-02-28,,,,Novo,Ativo
923,Cliente 00923,2025-09-04,,,,Recorrente,Ativo
924,Cliente 00924,2025-06-01,,,,Novo,Inativo
925,Cliente 00925,2025-11-22,,,,Novo,Inativo
926,Cliente 00926,2024-10-08,,,,Novo,Ativo
927,Cliente 00927,2024-11-15,,,,VIP,Ativo
928,Cliente 00928,2025-03-18,,,,Recorrente,Ativo
929,Cliente 00929,2024-11-10,,,,VIP,Ativo
930,Cliente 00930,2025-01-11,,,,VIP,Ativo
931,Cliente 00931,2024-10-15,,,,Novo,Ativo
932,Cliente 00932,2025-03-12,,,,Novo,Ativo
933,Cliente 00933,2025-10-23,,,,Recorrente,Ativo
934,Cliente 00934,2024-10-03,,,,Novo,Ativo
935,Cliente 00935,2025-12-10,,,,Novo,Inativo
936,Cliente 00936,2025-08-04,,,,Novo,Ativo
937,Cliente 00937,2025-05-17,,,,Recorrente,Ativo
938,Cliente 00938,2025-09-15,,,,Recorrente,Ativo
